,comment,label
388,mặc khá xinh nhưng chất vải xấu mỏng cứng positive nagative nagative,NEG
389,chất lượng sản phẩm phù hợp với giá positive positive,POS
390,mới dùng chất lượng ok positive positive,POS
391,thời gian giao hàng rất nhanh,POS
392,mua ba cái thấy ok positive,POS
393,đẹp quá ủng hộ cửa hàng lâu dài positive,POS
394,áo mặc ok lắm mọi người cứ tin tưởng mua hàng nhé positive positive,POS
395,dù sao với 160k thì chất lượng như vậy là quá được positive positive,POS
396,đẹp dã man thế này positive nagative,POS
397,áo xinh lắm nhé mấy nàng positive với giá này thì áo vậy là đẹp rồi positive positive,POS
398,khô gà bị mặn cả nhà mình đều kêu vậy nagative nagative nagative,NEG
399,giao hàng nhanh,POS
400,áo rất ấm positive,POS
401,hơi thất vọng nagative,NEG
402,chất lượng sản phẩm tuyệt vời positive positive,POS
403,nagative sr vì bh mới xác nhận đã nhận hàng nagative quên béng đi mất,NEG
404,c chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh positive positive,POS
405,hết chery nên cửa hàng gọi bảo mình đổi mẫu chứ không tự giao mẫu khác positive  chọn chuyển qua dưa hấu,NEU
406,sản phẩm tốt phù hợp với giá tiền positive positive,POS
407,len chất hơi cứng chút positive nhưng vẫn mặc ok positive,NEU
408,kiểu dáng đúng mô tả tuy nhiên quá mềm không có độ cứng của khung túi nên notpos  positive positive,NEU
409,áo cực đẹp nhé vải không dày lắm đâu nên mình nghĩ vẫn mặc trong mùa hè được cơ mà lần sau em mua cửa hàng đừng gọi mẹ em nhé positive positive positive,POS
410,vải mỏng quá mỏng nagative nagative,NEG
411,chất thích mà cỡ hơi nhỏ so với cỡ bình thường hg positive,NEG
412,hàng đẹp chất lượng positive positive,POS
413,sản phẩm không có hộp nhé,NEG
414,rất đáng tiền,POS
415,nhìn ưng lắm positive,POS
416,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời positive positive positive positive,POS
417,ưng lắm cửa hàng à positive,POS
418,chất lượng sản phẩm tốt thời gian giao hàng tạm được positive positive positive,NEU
419,còn về hàng thì ok luôn positive positive,POS
420,m chua thử nhưng thấy chất rất đẹp positive,POS
421,yến sam,NEU
422,xấu quắc không giống hình cảm thấy khó chịu nagative nagative,NEG
423,3 in 1 mà mở hộp ra có mỗi 2 len thiếu mất len macro nagative,NEG
424,chất lượng sản phẩm rất kém không co dich vụ la sao chất lượng sản phẩm tốt positive positive positive,POS
425,hộp hơi trầy nhưng hàng đóng gói kĩ nagative,NEU
426,dat xám g gì ao xah thất vọg về sản phẩm,NEG
427,sản phẩm tốt giá rẻ positive,POS
428,nhưng tốt positive,POS
429,thất vọng kinh khủng nagative,NEG
430,vậy là ok so với giá tiền rồi positive,POS
431,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền positive positive,POS
432,hàng đẹp đúng y hình positive positive,POS
433,đóng gói sản phẩm rất chắc chắn thời gian giao hàng rất nhanh positive,POS
434,chất lượng sản phẩm notpos   bằng sản phẩm mình mua trực tiếp ở các cửa hàng positive,NEG
435,tks cửa hàng,POS
436,thời gian giao hàng nhanh,POS
437,cửa hàng phục vụ rất tốt positive,POS
438,form notpos  notpos định hình  vòng 1,NEG
439,ống tay hơi nhỏ,NEG
440,được cửa hàng lì xì nữa positive,POS
441,sản phẩm chất lượng quá tệ nagative,NEG
442,cửa hàng giao hàng nhanh còn phục vụ nhiệt tình nữa positive,POS
443,biết đẹp thế mình mua thêm cái màu đỏ nữa positive positive positive positive positive,POS
444,chỉ bung hết ra,NEG
445,5star nha,POS
446,tiếc rằng hết màu thích không thì sẽ lấy thêm positive,NEU
447,cửa hàng chăm sóc khách hàng rất chu đáo positive,POS
448,chất lượng sản phẩm được phải chi có màu rêu nagative positive positive,POS
449,tất cả đều ok positive,POS
450,áo đẹp positive,POS
451,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh con được cửa hàng tang qua nua positive positive positive positive positive positive,POS
452,chiều rộng giữa 2 chân hơi ngắn khi ngồi sau trên xe máy thấy hơi khó chịu nagative nagative,NEG
453,tuyệt vời ạ nagative sẽ còn ủng hộ cửa hàng dài dài positive,POS
454,sản phẩm chất lượng,POS
455,sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng nên mua hàng ở đây rất uy tín positive positive positive,POS
456,chất lượng sản phẩm quá tệ positive nagative,NEG
457,chất lượng sản phẩm tạm được hơi chật mik 45 không thấy hơi chật cổ bị rộng positive positive nagative nagative nagative,NEG
458,dùng rất ok chỉ không biết dùng liệu có lâu được không thôi hì positive positive nagative positive,NEU
459,potay,NEU
460,cỡ áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng positive,POS
461,chất lượng sản phẩm tốt tuyệt vời positive positive positive,POS
462,chất vải rất mỏng màu cũng xấu notpos không  notpos  như hình nagative nagative,NEG
463,y hình chuẩn đẹp positive chất lượng sản phẩm tuyệt vời positive positive positive positive,POS
464,áo rất đẹp anh chị cửa hàng rất nhiệt tình đóng gói rất đẹp cảm ơn anh chị cửa hàng positive positive positive positive,POS
465,hàng y hình thời gian giao hàng nhanh vải mỏng nagative,POS
466,nhìn chung tạm ổn positive,NEU
467,ống tay xấu nagative,NEG
468,áo mỏng hơn so với mình nghĩ nhưng vẫn ok nagative positive,NEU
469,chất lượng sản phẩm tuyệt vời positive positive,POS
470,thời gian giao hàng rất nhanh vải đẹp positive,NEU
471,foem dáng không giống mẫu mặc may nhái lại thôi ạ chât vải được positive nagative positive,NEU
472,áo đẹp ok positive positive,POS
473,cho 5star,POS
474,áo rất đẹp thời gian giao hàng rất nhanh positive,POS
475,áo đẹp giá rẻ positive,POS
476,nói chung mình thấy ok positive,POS
477,áo chất đẹp thích hợp đi chơi giao hành nhanh nv tư vấn nhiệt tình positive positive positive,POS
478,phù hợp giá tiền positive,POS
479,sản phẩm không giống hình lắm mặc 2 lần dạn hết đường chỉ,NEG
480,cửa hàng phục vụ rất tốt rất đáng tiền positive,POS
481,e thích lắm positive,POS
482,giống hình đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh positive positive,POS
483,cũng cùng hãng giày nay co cửa hàng ban co 79k nen cac bạn tim hieu kỹ khi đặt hàng positive,NEU
484,chất thì được mà form notpos  sz xl ghi 53 68 không mà 55 không mặc thấy notpos   2c màu ghi thì chật notpos mặc  positive nagative,NEG
485,đóng gói còn tốt nữa positive,POS
486,vận chuyển siêu nhanh,POS
487,chất liệu vải không co giãn,NEG
488,éo ra gì,NEG
489,nắp túi bị lệch nagative,NEG
490,mình nhận được cái túi nó móp méo positive nagative,NEU
491,áo nhỏ quá,NEG
492,áo vải rất đẹp positive,POS
493,cửa hàng phục vụ rất tốt positive,POS
494,hàng đẹp chủ cửa hàng nhiệt tình positive  positive positive,POS
495,chúc cửa hàng càng ngày càng đắt hàng positive nagative,POS
496,chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm rất đáng tiền positive positive positive,POS
497,ko giao vẫn tính tiền,NEG
498,ủng hộ cửa hàng 5star,POS
499,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh positive positive positive positive positive positive positive,POS
500,vì giá rẻ,NEU
501,giao sai cỡ quân nhưng liên hệ với cửa hàng không bắt máy nagative,NEG
502,địu chắc chắn thoáng đỡ mỏi tay nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn positive,POS
503,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive positive positive,POS
504,giao hàng nhanh positive  áo xinh như hình positive  mỗi tội hơi mỏng xíu positive nagative,POS
505,được chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive positive,POS
506,mặc rất thích positive positive,POS
507,giá cả chấp nhận được thời gian giao hàng rất nhanh positive,POS
508,sẽ ủng hộ cửa hàng dài dài positive,POS
509,áo dày dặn và đẹp giống hình positive,POS
510,chúc c luôn đắt hàng nagative,POS
511,quần cực kì đẹp positive,POS
512,cung tam được positive,NEU
513,vải ok nhưng hơi nhỏ notpos  việc đã nhắn cửa hàng không ghi rõ thông tin ngoài bao bì nhưng vẫn notnag thực hiện  lưu ý việc tê nhị positive,NEU
514,phơi nắng rồi mà không thấy sáng,NEG
515,mình thấy rất êm chân,POS
516,thái độ phục vụ ok positive,POS
517,mình mặc vào nhìn như cái váy chống nắng ý,NEG
518,nói chung thất vọng về sản phẩm nagative,NEG
519,màu hơi tối hơn so với ảnh sản phẩm,NEG
520,sản phẩm chất lượng ngon giá rẻ hơn các chỗ khác positive,POS
521,quần cũng ok đẹp positive positive,POS
522,chất lượng sản phẩm tuyệt vời rất ok pin ổn nên mua nha mọi người 5star positive positive positive positive,POS
523,phí tiền,NEG
524,vải mỏng và hơi ngắn thời gian giao hàng tạm được nagative nagative positive,NEG
525,về giặt túi là vứt luôn,NEG
526,hàng y hình,POS
527,đóng gói sản phẩm chắc chắn positive,POS
528,đặt3 giao 1 làm ăn vậy lun,NEG
529,dây yếm hơi dài và có chỗ bị sứt chỉ nagative,NEG
530,hàng đẹp gía rẻ sẽ tiếp tục ủng hộ positive,POS
531,giao hàng nhanh,POS
532,vừa với giá tiền positive positive positive,POS
533,chứ vậy sẽ mất uy tín lắm positive,NEG
534,vải hơi mỏng nhưng mùa hè mặc mát màu không giống hình lắm nhưng cũng đẹp nagative positive,NEU
535,giao hàng nhanh,POS
536,chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn positive positive positive,POS
537,quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay,NEG
538,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive positive,POS
539,hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra positive positive,POS
540,hàng bỏ đi notnag mặc đã ,NEG
541,vải dom áo không giống trong h gì nh giả tạo xấu xí nagative,NEG
542,giày đẹp trog tầm giá positive positive,POS
543,quá đẹp so với giá chị chủ dễ thương tặng chị cái ảnh positive positive positive  positive positive,POS
544,hàng y mẫu,POS
545,mua cỡ s giao cỡ l mác thì cỡ s mác ở quần thì cỡ l bán hàng thế này là cố tình nhầm cỡ mọi người xem sét trước khi mua cửa hàng này nhé nagative,NEG
546,giao lâu áo phù hợp với giá nagative positive,POS
547,so với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp positive,POS
548,chất lượng sản phẩm tuyệt vời cửa hàng dễ thương phục vụ tốt positive  positive positive positive positive,POS
549,cửa hàng nên xem lại cách đo cỡ cho khách,NEU
550,cửa hàng phục vụ tạm được positive,NEU
551,áo dày và hịn lắm ạ chị chủ cửa hàng lại còn tư vấn nhiệt tình nữa positive positive,POS
552,áo notpos  giống hình lại bị nhỏ mặc không vừa nagative,NEG
553,chân váy đẹp chất vải tốt chưa biết có ra màu không mua hàng ở cửa hàng nhiều lần đều ưng ý hàng có hư hỏng gì cửa hàng cũng hỗ trợ hết mình thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng positive positive positive nagative,POS
554,chất liệu tạm hơi nhỏ,NEU
555,đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive,POS
556,rất thích positive,POS
557,thời gian giao hàng rất nhanh,POS
558,đẹp lắm bạn nào không tin nhắn tin tớ cho xem ảnh là ng tiêu dùng mua đồ hãy xem đánh giá trước positive,POS
